+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                      ;
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                  ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; inst17|inst1|inst|Subtrator_altfp_add_sub_oui_component|leading_zeroes_cnt|altpriority_encoder7                                                                            ; 16    ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst1|inst|Subtrator_altfp_add_sub_oui_component|leading_zeroes_cnt                                                                                                 ; 32    ; 7              ; 0            ; 7              ; 5      ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst1|inst|Subtrator_altfp_add_sub_oui_component|rbarrel_shift                                                                                                      ; 31    ; 2              ; 0            ; 2              ; 26     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst1|inst|Subtrator_altfp_add_sub_oui_component|lbarrel_shift                                                                                                      ; 34    ; 4              ; 0            ; 4              ; 26     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst1|inst|Subtrator_altfp_add_sub_oui_component                                                                                                                    ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst1|inst                                                                                                                                                          ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst1|inst3|MULT_Float_altfp_mult_fkn_component|man_product2_mult|auto_generated                                                                                    ; 49    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst1|inst3|MULT_Float_altfp_mult_fkn_component|man_round_adder|auto_generated                                                                                      ; 50    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst1|inst3|MULT_Float_altfp_mult_fkn_component|exp_bias_subtr|auto_generated                                                                                       ; 20    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst1|inst3|MULT_Float_altfp_mult_fkn_component|exp_adj_adder|auto_generated                                                                                        ; 21    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst1|inst3|MULT_Float_altfp_mult_fkn_component|exp_add_adder|auto_generated                                                                                        ; 22    ; 0              ; 2            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst1|inst3|MULT_Float_altfp_mult_fkn_component                                                                                                                     ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst1|inst3                                                                                                                                                         ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst1                                                                                                                                                               ; 43    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst|soma_altfp_add_sub_nti_component|trailing_zeros_limit_comparator|auto_generated                                                                                ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst|soma_altfp_add_sub_nti_component|man_res_rounding_add_sub_upper1|auto_generated                                                                                ; 27    ; 0              ; 13           ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst|soma_altfp_add_sub_nti_component|man_res_rounding_add_sub_lower|auto_generated                                                                                 ; 26    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst|soma_altfp_add_sub_nti_component|man_add_sub_upper1|auto_generated                                                                                             ; 33    ; 0              ; 2            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst|soma_altfp_add_sub_nti_component|man_add_sub_upper0|auto_generated                                                                                             ; 33    ; 0              ; 2            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst|soma_altfp_add_sub_nti_component|man_add_sub_lower|auto_generated                                                                                              ; 33    ; 0              ; 2            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst|soma_altfp_add_sub_nti_component|man_2comp_res_upper1|auto_generated                                                                                           ; 33    ; 0              ; 2            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst|soma_altfp_add_sub_nti_component|man_2comp_res_upper0|auto_generated                                                                                           ; 33    ; 0              ; 2            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst|soma_altfp_add_sub_nti_component|man_2comp_res_lower|auto_generated                                                                                            ; 33    ; 0              ; 2            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|inst|soma_altfp_add_sub_nti_component|add_sub6|auto_generated                                                                                                       ; 18    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
